Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Density,Density_Err,Prop_Ind_Avail,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Pan_kg_Avail,Pan_BM_Avail,Pan_Prop_BM_Avail,Pan_Ratio_BM_Avail,Scat_n_Tot,Scat_n_Prey,n_Occ_Anal,Abs_FO,Abs_FO_CI,Rel_FO,Rel_FO_CI,Rel_FO_Anal,Ratio_Occ,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,Pan_BM_Consumed,Pan_Tot_BM_Consumed,Pan_Prop_BM_Cons,Pan_Ratio_BM_Cons,BM_Equiv,n_Kills_Tot,n_Kills_Prey,n_Kill_Anal,Prop_Kills,Ratio_Kills,Prop_Kills_Anal,Perc_Kills_Anal,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,,,BM_Use,Jacobs_BM,Ivlevs_BM,Chesson_BM,Period_Code,A_C_Code,A_Code,C_Code,Study_Code,Area_Code,Scat_Kill,n_Prey_Species
,Mattioli 2004,VT,385.9,Wild boar,Sus scrofa,Sus scrofa,Mar 1998-Feb 2001,2586,0.1533444023,6.7,,0.1329562982,,,84.5,,,218517,566.15,0.3290058636,0.4903259891,286,90,295,31.6,,,,,0.4390243902,23.8,,,,100.35,235.4634,0.4261808842,0.7427094574,,,,,,,,,Wild,,,"""which are more vulnerable and at the same time provide more biomass than the average roe deer prey""",,,,,,,,,P-3-3,,,MAI04VAL,VAL,Scat,3
,Mattioli 2004,VT,385.9,Fallow deer,Dama dama,Dama dama,Mar 1998-Feb 2001,2007,0.1150604827,5.2,,0.1031876607,,,56.2,,,112793.4,292.24,0.1698289739,0.2045710686,286,31,295,10.7,,,,,0.1174242424,9.2,,,,27.5466,235.4634,0.1169888823,0.1324885724,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,MAI04VAL,VAL,Scat,3
Ovis orientalis and Ovis gmellini aren't in PanTheria database so domestic sheep weight was used. available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,SWPA,80,Anatolian wild sheep,Ovis gmelinii anatolica,Ovis aries orientalis,2015-2017 Winter,58,0.4113475177,0.58,,0.2914572864,40,mean winter body weights taken from another paper,34.2,29,0.089,1983.6,19.836,0.07295168183,0.07869242671,28,3,24,10.71428571,,10.34,,,0.1428571429,10.71,,0.0569,,2.1378,28.0408,0.07623890902,0.08253098097,,,,,,,,,Wild,,,"Reintroduced. Only occupies open hilly habitats, not mountains. Migration route was cut off by construction of dam and are now confined to two main hills (see figure 1 for map). Yoy are no longer small in winter",,,,0.6393258427,-0.2364261209,-0.220013708,0.3442392027,,P-1-2,,,MEU19SWP,SWP,Scat,3
available biomass prop only considers the three wild ungulate species,Mengüllüoğlu 2019,SWPA,80,Red deer,Cervus elaphus,Cervus elaphus,2015-2017 Winter,53,0.3630136986,0.663,,0.2663316583,150,mean winter body weights taken from another paper,240,165,0.509,12720,159.12,0.585202239,1.410813399,28,2,24,7.142857143,,6.89,,,0.09090909091,5,,0.0456,,4.718,28.0408,0.1682548287,0.2022913201,,,,,,,,,Wild,,,,,,,0.08958742633,-0.9118830523,-0.8355571583,0.04823753735,,P-1-2,,,MEU19SWP,SWP,Scat,3
available biomass prop only considers the three wild ungulate species,Mengüllüoğlu 2019,SWPA,80,Wild boar,Sus scrofa,Sus scrofa,2015-2017 Winter,88,0.7927927928,1.1,,0.4422110553,120,mean winter body weights taken from another paper,84.5,130.5,0.402,7436,92.95,0.3418460792,0.5194014171,28,19,24,67.85714286,,65.51,,,3.8,66.36,,0.7466,,21.185,28.0408,0.7555062623,3.090084308,,,,,,,,,Wild,,,,,,,1.85721393,0.6284495424,0.3000174125,1,,P-1-2,,,MEU19SWP,SWP,Scat,3
available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,NM,110,Red deer,Cervus elaphus,Cervus elaphus,2014-2017 Winter/Early spring ,250,2.747252747,2.275,,0.7331378299,150,mean winter body weights taken from another paper,240,341.3,0.79,60000,546,0.8862909778,7.794376914,81,20,70,24.69135802,,22.73,,,0.4,23.1,,0.2284,,47.18,102.93,0.4583697659,0.8462780269,,,,,,,,,Wild,,,average group size = 1.75,,,,0.2891139241,-0.854108114,-0.55145326,0.08908866332,,P-3-3,,,MEU19NLM,NLM,Scat,2
available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,NM,110,Wild boar,Sus scrofa,Sus scrofa,2014-2017 Winter/Early spring ,91,0.364,0.829,,0.2668621701,120,mean winter body weights taken from another paper,84.5,90.8,0.21,7689.5,70.0505,0.1137090222,0.128297619,81,50,70,61.72839506,,56.82,,,2.5,58.33,,0.6815,,55.75,102.93,0.5416302341,1.181644765,,,,,,,,,Wild,,,average group size =  2.91,,,,3.245238095,0.778991194,0.5288839035,1,,P-3-3,,,MEU19NLM,NLM,Scat,2
,Meriggi 1996,Western Northern Apennines,500,Wild boar,Sus scrofa,Sus scrofa,1987-1992,898,0.1661117277,1.7956,,0.1424492386,,,84.5,,,75881,151.7282,0.03258712436,0.03368481564,292,,,,,,,,,11.9,,,,,,,,,,,,,,,,Wild,,,"Live in large groups, easily detectable. Births are spread throughout the years with a peak in spring and autumn. Subadults are forced out of the hear when there are new births. (ie constant supply of subadults (naive) since births happen year round)",,,,,,,,,P-1-5,,,MEI96WNA,WNA,Scat,6
"""Roe deer tracks were never encountered on the transects but some individuals were occasionally observed in the western part of the study area. We therefore considered roe deer as present at lower densities than fallow deer."" should we remove fallow deer or should we set it to 0.01 or something like that ~ solution: assume they were eaten according to availability rather than creating preference",Meriggi 1996,Western Northern Apennines,500,Roe deer,Capreolus capreolus,Capreolus capreolus,1987-1992,0,0,,,0,,,22.4,,,0,0,0,0,292,,,,,,,,,0.7,,,,,,,,,,,,,,,,Wild,,,"Solitary and territorial, may be harder to detect, especially in forests",,,,,,,,,P-1-5,,,MEI96WNA,WNA,Scat,6
,Meriggi 1996,Western Northern Apennines,500,Fallow deer,Dama dama,Dama dama,1987-1992,6,0.0009526833916,0.0121,,0.0009517766497,,,56.2,,,337.2,0.68002,0.0001460499519,0.0001460712856,292,,,,,,,,,0.9,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,P-1-5,,,MEI96WNA,WNA,Scat,6
sheeps and goats were reported collectively for density but seperately for consumption (they were combined for extraction),Meriggi 1996,Western Northern Apennines,500,Sheep and goats,Ovis aries + Capra aegagrus hircus,Capra hircus and Ovis aries,1987-1992,1700,0.3692441355,3.4,,0.2696700508,,,40.55,,,68935,137.87,0.02961075684,0.03051430861,292,,,,,,,,,11.3,,,,,,,,,,,,,,,,Livestock,,,Graze from Mar-Dec,,,,,,,,,P-5-5,,,MEI96WNA,WNA,Scat,6
,Meriggi 1996,Western Northern Apennines,500,Cattle,Bos taurus,Bos taurus,1987-1992,3300,1.098535286,6.6,,0.5234771574,,,613,,,2022900,4045.8,0.8689287011,6.629435342,292,,,,,,,,,6.5,,,,,,,,,,,,,,,,Livestock,,,Graze from Apr-Oct. 500 calves born on the pasture April-Sept,,,,,,,,,P-5-5,,,MEI96WNA,WNA,Scat,6
,Meriggi 1996,Western Northern Apennines,500,Horse,Equus caballus,Equus caballus,1987-1992,400,0.06775067751,0.8,,0.06345177665,,,400,,,160000,320,0.06872736773,0.07379940669,292,,,,,,,,,1.3,,,,,,,,,,,,,,,,Livestock,,,Graze for May-Nov,,,,,,,,,P-5-5,,,MEI96WNA,WNA,Scat,6
density is the average number of wild boar hunted per km (squared here for consistency),Meriggi 1996,Central Northern Apennines,200,Wild boar,Sus scrofa,Sus scrofa,1992,242,0.0436036036,1.21,,0.04178176796,,,84.5,,,20449,102.245,0.01267040044,0.01283299968,71,,,,,,,,,28.6,,,,,,,,,,,,,,,,Wild,,,"Live in large groups, easily detectable. Births are spread throughout the years with a peak in spring and autumn. Subadults are forced out of the hear when there are new births. (ie constant supply of subadults (naive) since births happen year round)",,,,,,,,,A,,,MEI96CNA,CNA,Scat,5
"""Some fallow deer that escaped from an enclosure"", should we come up with a number for this one or just exlude it ~ solution: assume they were eaten according to availability rather than creating preference",Meriggi 1996,Central Northern Apennines,200,Fallow deer,Dama dama,Dama dama,1992,0,0,,,0,,,56.2,,,0,0,0,0,71,,,,,,,,,1.9,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,,,,MEI96CNA,CNA,Scat,5
,Meriggi 1996,Central Northern Apennines,200,Sheep and goats,Ovis aries + Capra aegagrus hircus,Capra hircus and Ovis aries,1992,3000,1.074498567,15,,0.5179558011,,,40.55,,,121650,608.25,0.07537553,0.08152015488,71,,,,,,,,,46,,,,,,,,,,,,,,,,Wild,,,Free graze year round,,,,,,,,,A,,,MEI96CNA,CNA,Scat,5
,Meriggi 1996,Central Northern Apennines,200,Cattle,Bos taurus,Bos taurus,1992,2150,0.5903349808,10.7,,0.3712016575,,,613,,,1317950,6559.1,0.8128165044,4.342351348,71,,,,,,,,,5,,,,,,,,,,,,,,,,Livestock,,,"No calves born on pasture. Graze Apr-Oct. Large herds that ""exert active defence against predators"", also implies that calves are only integrated into the herd after they are two weeks old",,,,,,,,,A,,,MEI96CNA,CNA,Scat,5
,Meriggi 1996,Central Northern Apennines,200,Horse,Equus caballus,Equus caballus,1992,400,0.07418397626,2,,0.06906077348,,,400,,,160000,800,0.09913756514,0.110047396,71,,,,,,,,,0,,,,,,,,,,,,,,,,Livestock,,,Graze Apr-Oct,,,,,,,,,A,,,MEI96CNA,CNA,Scat,5
,Meriggi 1996,Eastern Northern Apennines,130,Wild boar,Sus scrofa,Sus scrofa,1990-1992,400,0.122324159,3.1,,0.1089918256,,,84.5,,,33800,261.95,0.03142984497,0.03244973512,156,,,,,,,,,49.6,,,,,,,,,,,,,,,,Wild,,,"Live in large groups, easily detectable. Births are spread throughout the years with a peak in spring and autumn. Subadults are forced out of the hear when there are new births. (ie constant supply of subadults (naive) since births happen year round)",,,,,,,,,P-1-2,,,MEI96ENA,ENA,Scat,7
,Meriggi 1996,Eastern Northern Apennines,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1990-1992,850,0.3014184397,6.5,,0.2316076294,,,22.4,,,19040,145.6,0.01746969051,0.01778030697,156,,,,,,,,,14.3,,,,,,,,,,,,,,,,Wild,,,"Solitary and territorial, may be harder to detect, especially in forests",,,,,,,,,P-1-2,,,MEI96ENA,ENA,Scat,7
,Meriggi 1996,Eastern Northern Apennines,130,Fallow deer,Dama dama,Dama dama,1990-1992,380,0.1155015198,2.9,,0.1035422343,,,56.2,,,21356,162.98,0.01955501483,0.01994504039,156,,,,,,,,,18.9,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,P-1-2,,,MEI96ENA,ENA,Scat,7
,Meriggi 1996,Eastern Northern Apennines,130,Red deer,Cervus elaphus,Cervus elaphus,1990-1992,250,0.0730994152,1.9,,0.06811989101,,,240,,,60000,456,0.05471276697,0.05787951541,156,,,,,,,,,2.5,,,,,,,,,,,,,,,,Wild,,,,,,,,,,,,P-1-2,,,MEI96ENA,ENA,Scat,7
Ovis orientalis and Ovis gmellini aren't in PanTheria database so domestic sheep weight was used,Meriggi 1996,Eastern Northern Apennines,130,Mouflon,Ovis musimon,Ovis aries musimon,1990-1992,50,0.0138121547,0.4,,0.0136239782,,,34.2,,,1710,13.68,0.001641383009,0.001644081577,156,,,,,,,,,4.9,,,,,,,,,,,,,,,,Wild,,,Introduced species. Small body size. No rocky habitat available in area C to help escape from predators,,,,,,,,,P-1-2,,,MEI96ENA,ENA,Scat,7
,Meriggi 1996,Eastern Northern Apennines,130,Sheep and goats,Ovis aries + Capra aegagrus hircus,Capra hircus and Ovis aries,1990-1992,200,0.05763688761,1.5,,0.05449591281,,,40.55,,,8110,60.825,0.0072980352,0.007351688078,156,,,,,,,,,0.7,,,,,,,,,,,,,,,,Livestock,,,Graze Apr-Oct,,,,,,,,,P-2-2,,,MEI96ENA,ENA,Scat,7
,Meriggi 1996,Eastern Northern Apennines,130,Cattle,Bos taurus,Bos taurus,1990-1992,1540,0.7230046948,11.8,,0.4196185286,,,613,,,944020,7233.4,0.8678932645,6.569636751,156,,,,,,,,,1.3,,,,,,,,,,,,,,,,Livestock,,,680 calves born on pasture. Graze Apr-Aug,,,,,,,,,P-2-2,,,MEI96ENA,ENA,Scat,7
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,February 2007-March 2008,,1.976190476,,,0.664,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,,,0.7759283537,3.462858271,106,57,,53.8,,,,,,76.5,,,,63.555,76.8868,0.8266048268,4.767173225,,,,,,,,,Wild,,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow. ",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,February 2007-March 2008,,0.3106159895,,,0.237,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,,,0.07341641912,0.07923345572,106,12,,11.3,,,,,,16.3,,,,7.4184,76.8868,0.09648470219,0.1067881224,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,February 2007-March 2008,,0.0752688172,,,0.07,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,,,0.05440404476,0.05753413438,106,4,,3.8,,,,,,5.7,,,,3.5544,76.8868,0.0462290016,0.0484697078,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,February 2007-March 2008,,0.0298661174,,,0.029,98.5,Calculated from literature data ,240,,,,,0.0962511824,0.1065021392,106,1,,0.9,,,,,,1.4,,,,2.359,76.8868,0.03068146938,0.03165261822,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,Sept 2008-Aug 2009,,1.352941176,,,0.575,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,,,0.7421825475,2.87871337,35,12,,34.3,,,,,,86.4,,,,13.38,14.6164,0.9154100873,10.82174054,,,,,,,,,Wild,,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow. ",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,Sept 2008-Aug 2009,,0.5748031496,,,0.365,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,,,0.1248898278,0.1427132626,35,2,,5.7,,,,,,13.6,,,,1.2364,14.6164,0.0845899127,0.09240657698,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,Sept 2008-Aug 2009,,0.03199174407,,,0.031,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,,,0.02661240925,0.02733999231,35,0,,0,,,,,,0,,,,0,14.6164,0,0,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,Sept 2008-Aug 2009,,0.0298661174,,,0.029,98.5,Calculated from literature data ,240,,,,,0.1063152154,0.1189627677,35,0,,0,,,,,,0,,,,0,14.6164,0,0,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,April 2010-April 2011,,1.652519894,,,0.623,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,,,0.6843350471,2.167915826,61,16,,26.2,,,,,,30.3,,,,17.84,41.104,0.4340210199,0.7668500688,,,,,,,,,Wild,,,"Spring is the peak season of births. Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow. ",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,April 2010-April 2011,,0.3351134846,,,0.251,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,,,0.07308794759,0.07885100576,61,30,,49.2,,,,,,65.3,,,,18.546,41.104,0.4511969638,0.8221473535,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,April 2010-April 2011,,0.06723585912,,,0.063,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,,,0.04602575185,0.04824632525,61,0,,0,,,,,,0,,,,0,41.104,0,0,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,April 2010-April 2011,,0.06723585912,,,0.063,98.5,Calculated from literature data ,240,,,,,0.1965512535,0.244634464,61,2,,3.3,,,,,,4.4,,,,4.718,41.104,0.1147820163,0.1296652559,,,,,,,,,Wild,,,,,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Wild boar,Sus scrofa,Sus scrofa,Aug 2011-Aug 2012,,0.8248175182,,,0.452,59.4,"Calculated from local data of shot individuals (592 males, 477 females; 315 juveniles, 214 sub-adults, 487 adults)",84.5,,,,,0.5795047642,1.378148228,156,70,,44.6,,,,,,58.1,,,,78.05,171.5814,0.4548861357,0.8344791161,,,,,,,,,Wild,,,"Spring is the peak season of births, but births occur year round. Subadults are forced to leave the matriarchical groups when new births occur (subadults more vulnerable due to lack of experience). Hunting season is in autumn/winter, wolves may be using wounded and not retrieved animals. High wildboar capture rate in winter may be related to snow. Live in large groups, easily detectable. ",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
Widely dispersed in area,Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Roe deer,Capreolus capreolus,Capreolus capreolus,Aug 2011-Aug 2012,,0.5974440895,,,0.374,20.7,"Calculated from local data of shot individuals (66 males, 66 females; 24 juveniles, 25 sub-adults, 78 adults)",22.4,,,,,0.1271105177,0.1456204024,156,22,,14.3,,,,,,12.9,,,,13.6004,171.5814,0.07926500192,0.08608883347,,,,,,,,,Wild,,,"""Easy to catch and kill once identified"" but difficult to track since they are solitary and territorial, especially in forested habitats. Roe deer predation rate dependent on encounter rate",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Fallow deer,Dama dama,Dama dama,Aug 2011-Aug 2012,,0.138952164,,,0.122,56.5,"Calculated from local data of shot individuals ( 27 males, 16 females, 3 juveniles, 15 sub-adults, 24 adults)",56.2,,,,,0.1040298598,0.1161086236,156,5,,3,,,,,,0.4,,,,4.443,171.5814,0.02589441513,0.02658276016,,,,,,,,,Wild,,,"""Fallow deer and red deer have low densities, and populations are concentrated only in specific areas, but their gregarious behaviour brings wolves to exercise a targeted hunt, whose success may be independent of the encounter rate""",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
"Concentrated in a few area, escaped from captive pens and exapanding their area",Meriggi 2015,Emilia Romagna and Lombardy Regions,927.3,Red deer,Cervus elaphus,Cervus elaphus,Aug 2011-Aug 2012,,0.05485232068,,,0.052,98.5,Calculated from literature data ,240,,,,,0.1893548583,0.2335853859,156,32,,20.2,,,,,,24.9,,,,75.488,171.5814,0.4399544473,0.7855690401,,,,,,,,,Wild,,,"""Fallow deer and red deer have low densities, and populations are concentrated only in specific areas, but their gregarious behaviour brings wolves to exercise a targeted hunt, whose success may be independent of the encounter rate""",,,,,,,,,B,,,MEI15ERL,ERL,Scat,4
,Mysłajek 2022,Roztocze and Solska Forest,1300,Red deer,Cervus elaphus,Cervus elaphus,2017-2020,,0.4050632911,,,0.288,,,240,,,,,0.5486415328,1.215533933,302,41,287,13.6,,,,,0.1666666667,,52.0884,0.159,,96.719,310.2346,0.3117608416,0.4529832949,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,MYK22RAS,RAS,Scat,5
,Mysłajek 2022,Roztocze and Solska Forest,1300,Roe deer,Capreolus capreolus,Capreolus capreolus,2017-2020,,1.116525424,,,0.527,,,22.4,,,,,0.09370086178,0.1033884485,302,131,287,43.4,,,,,0.8397435897,,161.1792,0.492,,80.9842,310.2346,0.2610418051,0.3532565265,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,MYK22RAS,RAS,Scat,5
,Mysłajek 2022,Roztocze and Solska Forest,1300,Fallow deer,Dama dama,Dama dama,2017-2020,,0.008072653885,,,0.008,,,56.2,,,,,0.00356870997,0.003581491274,302,9,287,3,,,,,0.03237410072,,9.5004,0.029,,7.9974,310.2346,0.02577855597,0.02646067393,,,,,,,,,Wild,,,Non-native prey species introduced for recreational hunting,,,,,,,,,P-3-3,,,MYK22RAS,RAS,Scat,5
,Mysłajek 2022,Roztocze and Solska Forest,1300,Moose,Alces alces,Alces alces,2017-2020,,0.08116883117,,,0.075,,,481,,,,,0.2863461125,0.4012394768,302,2,287,0.7,,,,,0.00701754386,,0.9828,0.003,,8.574,310.2346,0.02763714943,0.02842267104,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,MYK22RAS,RAS,Scat,5
,Mysłajek 2022,Roztocze and Solska Forest,1300,Wild boar,Sus scrofa,Sus scrofa,2017-2020,,0.1124721604,,,0.101,,,84.5,,,,,0.06774278301,0.07266533503,302,104,287,34.4,,,,,0.5683060109,,85.5036,0.261,,115.96,310.2346,0.3737816478,0.5968870866,,,,,,,,,Wild,,,"Sociable, conspicuous, locally abundant, redily detectable to a predator. Piglets easy to capture. African swine disease outbreak at the time caused high mortality of wildboar so the disease may have weakened them and made them easier to kill and also provided lots of carcasses for scavenging.",,,,,,,,,P-3-3,,,MYK22RAS,RAS,Scat,5
