Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Prop_Ind_Avail,Density,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Scat_n_Tot,Scat_n_Prey,Abs_FO,Rel_FO,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Livestock_Wild,Defense,Prey_Notes,Avg_Wolf_Density,Pack_Name,n_Packs,Timepoint,A_C_Code,Avail_Code,Avail_Season,n_Avail_Points,Cons_Code,Cons_Season,n_Cons_Points,Study_Code,Area_Code,n_Prey_Species,Wild_Ung_Avail_n,Pred_Tot_n,Pred_Larger_n,Pred_Smaller_n,Pop_Scale
,Sin 2019,Romanian Carpathians,600,Sheep ,,Ovis aries,Nov 2013-Oct 2014,6500,,,10.83333333,40,"From literature, average mass of live adults",34.2,433.3333333,,236,2,0.8474576271,0.93,0.97,,0.0084,Livestock,,"Guarded by sheperd and locked in outdoor enclosures at night guarded by 1-2 guardian dogs but more often by several small mixed-breed dogs. Grazed from May-sept in high pasture, always in sheepfolds, making their location predictable ",,,,,E-1-1,FARM,SSU,1,T,SYR,1,SIN19SRC,SRC,7,4,4,1,3,POP
,Sin 2019,Romanian Carpathians,600,Goat,,Capra hircus,Nov 2013-Oct 2014,230,,,0.3833333333,30,"From literature, average mass of live adults",46.9,11.5,,236,5,2.118644068,2.31,2.42,,0.0187,Livestock,,Guarded by sheperd and locked in outdoor enclosures at night guarded by 1-2 guardian dogs but more often by several small mixed-breed dogs. Grazed from May-sept ,,,,,E-1-1,FARM,SSU,1,T,SYR,1,SIN19SRC,SRC,7,4,4,1,3,POP
"Domestic dog is not in pantheria database so reported value used instead, authors describe that in the area there are some guardian sheperd dogs and ""small-sized mixed-breed dogs are prevalent""",Sin 2019,Romanian Carpathians,600,Dog,,Canis lupus familiaris,Nov 2013-Oct 2014,173,,,0.2883333333,22,"From literature, average mass of live adults",22,6.343333333,,236,24,10.16949153,9.72,10.17,,0.0712,Livestock,,"Guard dogs rare in area, these are small mixed-breed dogs",,,,,E-1-1,FARM,SSU,1,T,SYR,1,SIN19SRC,SRC,7,4,4,1,3,POP
,Steenweg 2015,Parsnip River study area (PRSA),NR,Moose,Alces americanus,Alces americanus,,1200,,,0.47,,,481,,,165,165,,,,,,Wild,Antler,,,,,,,,,,T + HOME,MSU,2,STG15PRR,PRR,2,6,,,,
,Steenweg 2015,Parsnip River study area (PRSA),NR,Mountain caribou,Rangifer tarandus caribou,Rangifer tarandus caribou,,,,,0.048,,,108,,,165,165,,,,,,Wild,Antler,,,,,,,,,,T + HOME,MSU,2,STG15PRR,PRR,2,6,,,,
"some years only summer scats and some years only winter scats, no years with both summer and winter scats",Tiralla 2021,Khonin Nuga,450,Wild boar,Sus scrofa,Sus scrofa,2008-2012,342,,,0.76,,,84.5,,,137,31,22.6,,,,0.178,Wild,Tusk,"Fight (""defensive behaviour""), less risky to attack than the large livestock (horse and cattle) free-roaming in the area",,,,,,CNT,E,E,T + TRCK,MYR,4,TIA21KNN,KNN,5,5,UK,UK,UK,POP
,Tiralla 2021,Khonin Nuga,450,Siberian roe deer,Capreolus pygargus,Capreolus pygargus,2008-2012,257,,,0.57,,,41,,,137,60,43.8,,,,0.462,Wild,None,Less defensive and most vulnerable prey species. Solitary.less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,CNT,E,E,T + TRCK,MYR,4,TIA21KNN,KNN,5,5,UK,UK,UK,POP
,Tiralla 2021,Khonin Nuga,450,Red deer,Cervus elaphus,Cervus elaphus,2008-2012,126,,,0.28,,,240,,,137,25,18.2,,,,0.147,Wild,Antler,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,CNT,E,E,T + TRCK,MYR,4,TIA21KNN,KNN,5,5,UK,UK,UK,POP
,Tiralla 2021,Khonin Nuga,450,Siberian musk deer,Moschus moschiferus,Moschus moschiferus,2008-2012,45,,,0.1,,,13.3,,,137,6,4.4,,,,0.024,Wild,None,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,CNT,E,E,T + TRCK,MYR,4,TIA21KNN,KNN,5,5,UK,UK,UK,POP
,Tiralla 2021,Khonin Nuga,450,Moose,Alces alces,Alces alces,2008-2012,23,,,0.05,,,481,,,137,10,7,,,,0.008,Wild,Antler,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,CNT,E,E,T + TRCK,MYR,4,TIA21KNN,KNN,5,5,UK,UK,UK,POP
,Trbojevic 2020,Tisovac and Manjača mountains,441,Wild boar,Sus scrofa,Sus scrofa,2009-2013,88,,,0.2,,,84.5,,,101,,,15.08,,,12.55,Wild,Tusk,strong hunting pressure from hunters in autumn and winter,,,,,U,U,U,U,T,MYR,5,TRC20TMM,TMM,6,2,,,,POP
,Trbojevic 2020,Tisovac and Manjača mountains,441,Roe deer,Capreolus capreolus,Capreolus capreolus,2009-2013,176,,,0.4,,,22.4,,,101,,,23.81,,,37.89,Wild,None,strong hunting pressure from hunters in spring and summer on males and autumn for does and fawns,,,,,U,U,U,U,T,MYR,5,TRC20TMM,TMM,6,2,,,,POP
"pig, sheep, cattle, goat (reported seperately for consumption, so added them all together here)",Trbojevic 2020,Tisovac and Manjača mountains,441,"Cattle, goat, pig, sheep",,"Bos taurus, Capra hircus, Ovis aries, and Sus scrofa",2009-2013,2000,,,,,,194.65,,,101,,,24.61,,,39.86,Livestock,,"""In wintertime, sheep, pigs and goats are generally kept in open wooden stables and cattle and horses in closed stables. From spring to autumn, the livestock is free to grazing. Dogs are not kept in wire boxes, but outside and on a chain. None of the respondents used electric fences either in households or during the grazing period, and only seven used livestock guard dogs.""",,,,,U,U,U,U,T,MYR,5,TRC20TMM,TMM,6,2,,,,POP
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Moose,Alces alces,Alces alces,May-Oct 2016-2017,200,,,0.08,"350(adult), 30(newborn calf), 60 (grown calf )",Messier and Crete 1985,481,,,1621,1349,83.22023442,59.87572126,69.63658236,,91.50974707,Wild,Antler,Less vulnerable than caribou,,,,,E-2-2,AS,SWI,1,T,MSU,2,TRY01LJC,LJC,3,2,,,,POP
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Caribou,Rangifer tarandus,Rangifer tarandus,May-Oct 2016-2017,83,,,0.033,"145(adult), 12.1 (calf)",Ballard et al 1987,108,,,1621,52,3.20789636,2.308033733,2.705613819,,2.680900679,Wild,Antler,More vulnerable than moose,,,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,POP
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Beaver,Castor canadensis,Castor canadensis,May-Oct 2016-2017,220,,,0.088,12.1,Ballard et al 1987,9,,,1621,252,15.54595928,11.18508655,12.69728563,,4.982171499,Wild,Refuge,,,,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,POP
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Moose,Alces alces,Alces alces,May-Oct 2016-2017,200,,,0.08,"350(adult), 30(newborn calf), 60 (grown calf )",Messier and Crete 1985,481,,,1371,1263,92.12253829,65.78125,76.92159008,,96.04733771,Wild,Antler,Less vulnerable than caribou,,Malbaie,,,E-2-2,AS,SWI,1,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Caribou,Rangifer tarandus,Rangifer tarandus,May-Oct 2016-2017,83,,,0.033,"145(adult), 12.1 (calf)",Ballard et al 1987,108,,,1371,20,1.458789205,1.041666667,1.25266229,,1.35670314,Wild,Antler,More vulnerable than moose,,Malbaie,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Beaver,Castor canadensis,Castor canadensis,May-Oct 2016-2017,220,,,0.088,12.1,Ballard et al 1987,9,,,1371,111,8.096280088,5.78125,6.426331145,,1.75266229,Wild,Refuge,,,Malbaie,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Moose,Alces alces,Alces alces,May-Oct 2016-2017,200,,,0.08,"350(adult), 30(newborn calf), 60 (grown calf )",Messier and Crete 1985,481,,,250,86,34.4,25.82582583,29.6856,,66.6256,Wild,Antler,Less vulnerable than caribou,,Grands-Jardin,,,E-2-2,AS,SWI,1,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Caribou,Rangifer tarandus,Rangifer tarandus,May-Oct 2016-2017,83,,,0.033,"145(adult), 12.1 (calf)",Ballard et al 1987,108,,,250,32,12.8,9.60960961,10.6736,,9.9704,Wild,Antler,More vulnerable than moose,,Grands-Jardin,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
see calculations sheet for calcs,Tremblay 2001,Lac Jacques-Cartier Highlands,2500,Beaver,Castor canadensis,Castor canadensis,May-Oct 2016-2017,220,,,0.088,12.1,Ballard et al 1987,9,,,250,131,52.4,39.33933934,47.0872,,22.6928,Wild,Refuge,,,Grands-Jardin,,,U,U,U,U,T,MSU,2,TRY01LJC,LJC,3,2,,,,PACK
,van Duyne 2009,HNP,506,Cow,,Bos taurus,2003-2005,,,,,400,"based on literature, herdsman and HNP biologists (no further details given)",613,,,236,,,,,,,Livestock,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging).,,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,van Duyne 2009,HNP,506,Domestic horse,,Equus caballus,2003-2005,,,,,226,"based on literature, herdsman and HNP biologists (no further details given)",400,,,236,,,,,,,Livestock,,"Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Free range, unguarded.",,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,van Duyne 2009,HNP,506,Goat,,Capra hircus,2003-2005,,,,,30,"based on literature, herdsman and HNP biologists (no further details given)",46.9,,,236,,,,,,,Livestock,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,van Duyne 2009,HNP,506,Sheep,,Ovis aries,2003-2005,,,,,40,"based on literature, herdsman and HNP biologists (no further details given)",34.2,,,236,,,,,,,Livestock,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,van Duyne 2009,HNP,506,Red deer,Cervus elaphus,Cervus elaphus,2003-2005,355,,,,112,"based on literature, herdsman and HNP biologists (no further details given)",240,,,236,,,,,,,Wild,Antler,"Preferred habitat is small grassland patches near or within closed forest (i.e., ridges, natural openings, or marginsbetween forest and unplanted hill grounds) but might move into the woods for protective cover (cited in paper as external source, not necessarialy observed here)",,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,van Duyne 2009,HNP,506,Hare,Lepus tolai,Lepus tolai,2003-2005,,,,,2,"based on literature, herdsman and HNP biologists (no further details given)",1.59,,,236,,,,,,,Wild,None,,,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
not in PanTheria,van Duyne 2009,HNP,506,Marmot,Marmota sibirica,Marmota sibirica,2003-2005,8486,,,,6,"based on literature, herdsman and HNP biologists (no further details given)",6,,,236,,,,,,,Wild,Hibernate,Hibernate from sept-march,,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
not in PanTheria,van Duyne 2009,HNP,506,Przewalski horse,Equus ferus przewalskii,Equus przewalskii,2003-2005,182,,,,"257, 38 (foals)","based on literature, herdsman and HNP biologists (no further details given)",400,,,236,,,,,,,Wild,None,Prefer higher elevations closer to forests for resting,,,,,,,,,,,,VAE09HNP,HNP,8,5,2,0,2,
,Vos 2000,Arada Mountain Range,130,Goat,Capra hircus,Capra hircus,April-Oct 1996,5764,,,44.3,,,46.9,,,41,40,97.5,,97.5,,,Livestock,Partguard,"Let out to graze at dawn and brought back every evening. Spread all over mountains, do not stay together. Herded by 1-3 sheperds and 1 or 2 small mongrel dogs (not real livestock guardian dogs). Herd sizes over 200 goats are impossible to effectively protect against wolf predation.",,,,,C,FARM,U,1,T,SSS,1,VOS00AMR,AMR,3,1,UK,UK,UK,PACK
,Vos 2000,Arada Mountain Range,130,Sheep,Ovis aries,Ovis aries,April-Oct 1996,257,,,2,,,34.2,,,41,0,0,,0,,,Livestock,,"Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,C,FARM,U,1,T,SSS,1,VOS00AMR,AMR,3,1,UK,UK,UK,PACK
,Vos 2000,Arada Mountain Range,130,Cattle,Bos taurus,Bos taurus,April-Oct 1996,280,,,2.2,,,613,,,41,0,0,,0,,,Livestock,,Ability to protect themselves and their offspring,,,,,C,FARM,U,1,T,SSS,1,VOS00AMR,AMR,3,1,UK,UK,UK,PACK
,Vos 2000,Peneda-Gerês National Park,240,Goat,Capra hircus,Capra hircus,April-Oct 1996,7207,,,30,,,46.9,,,46,27,58.7,,60,,,Livestock,,Graze year-round with little guarding,,,,,C,FARM,U,1,T,SSS,1,VOS00PNG,PNG,4,2,UK,UK,UK,PACK
,Vos 2000,Peneda-Gerês National Park,240,Garrano horses,Equus caballus,Equus caballus,April-Oct 1996,895,,,3.7,,,400,,,46,19,41.3,,38.3,,,Livestock,None,Graze year-round with little guarding. Stay in pasture night and day. In summer horse foals are easy prey,,,,,C,FARM,U,1,T,SSS,1,VOS00PNG,PNG,4,2,UK,UK,UK,PACK
,Vos 2000,Peneda-Gerês National Park,240,Sheep,Ovis aries,Ovis aries,April-Oct 1996,2200,,,9.2,,,34.2,,,46,0,0,,0,,,Livestock,,"Graze year-round with little guarding. Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,C,FARM,U,1,T,SSS,1,VOS00PNG,PNG,4,2,UK,UK,UK,PACK
,Vos 2000,Peneda-Gerês National Park,240,Cattle,Bos taurus,Bos taurus,April-Oct 1996,1323,,,5.5,,,613,,,46,0,0,,0,,,Livestock,,Graze year-round with little guarding. Ability to protect themselves and their offspring,,,,,C,FARM,U,1,T,SSS,1,VOS00PNG,PNG,4,2,UK,UK,UK,PACK
"also has ""relative proportions eaten"" which may be mean percent volume? yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Humla,384,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2015 Summer,1885,,,4.91,237.5,Calculated for ,556.5,1166.13,0.6273,69,10,14.3,1,,,0.173,Livestock,Partguard,Small herds ,,,,,D,CNT,SSU,1,U,SSU,1,WEN19HUM,HUM,5,4,5,2,3,POP
,Werhahn 2019,Humla,384,Horse/Mule,Equus ferus caballus,Equus caballus,2015 Summer,261,,,0.68,350.5,Calculated for ,400,238.35,0.1282,69,0,0,0,,,0,Livestock,Guard,Small herds ,,,,,D,CNT,SSU,1,U,SSU,1,WEN19HUM,HUM,5,4,5,2,3,POP
,Werhahn 2019,Humla,384,Goat,Capra hircus,Capra hircus,2015 Summer,576,,,1.5,27.5,Calculated for ,46.9,41.25,0.0222,69,0,0,0,,,0,Livestock,,Larger herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN19HUM,HUM,5,4,5,2,3,POP
,Werhahn 2019,Humla,384,Kiang,Equus kiang,Equus kiang,2015 Summer,434,,,1.13,325,Calculated for ,280.00,367.25,0.1976,69,14,20,1.7,,,0.529,Wild,None,Mass range= 250-400kg. Plains-dwelling.,,,,,D,CNT,SSU,1,U,SSU,1,WEN19HUM,HUM,5,4,5,2,3,POP
,Werhahn 2019,Humla,384,Naur,Pseudois nayaur,Pseudois nayaur,2015 Summer,319,,,0.83,55.3,Calculated for ,51.8,45.87,0.0247,69,7,10,1,,,0.052,Wild,Refuge,Mass range = 35-75kg. Cliff-dwelling .,,,,,D,CNT,SSU,1,U,SSU,1,WEN19HUM,HUM,5,4,5,2,3,POP
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Dolpa,1088,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2016 Summer,10010,,,9.2,237.5,Calculated for ,556.5,2185,0.6037,77,44,57,2.3,,,0.662,Livestock,Partguard,Small-large herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN12DOL,DOL,4,3,5,2,3,POP
,Werhahn 2019,Dolpa,1088,Horse/Mule,Equus ferus caballus,Equus caballus,2016 Summer,2307,,,2.12,350,Calculated for ,400,742,0.205,77,3,3.9,0.2,,,0.101,Livestock,None,Small herds ,,,,,D,CNT,SSU,1,U,SSU,1,WEN12DOL,DOL,4,3,5,2,3,POP
,Werhahn 2019,Dolpa,1088,Goat,Capra hircus,Capra hircus,2016 Summer,24045,,,22.1,27.5,Calculated for ,46.9,607.75,0.1679,77,9,11.7,0.7,,,0.022,Livestock,Guard,Larger herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN12DOL,DOL,4,3,5,2,3,POP
,Werhahn 2019,Dolpa,1088,Naur,Pseudois nayaur,Pseudois nayaur,2016 Summer,1676,,,1.54,55,Calculated for ,51.8,84.7,0.0234,77,19,24.7,1.7,,,0.11,Wild,Refuge,Mass range = 35-75kg. Cliff-dwelling .,,,,,D,CNT,SSU,1,U,SSU,1,WEN12DOL,DOL,4,3,5,2,3,POP
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,KCA,368,Yak/cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2016 Summer,3128,,,8.5,237.5,Calculated for ,556.5,2018.75,0.8736,13,6,46.2,1,,,0.63,Livestock,Partguard,Small-large herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN12KCA,KCA,4,1,5,2,3,POP
,Werhahn 2019,KCA,368,Horse/mule,Equus ferus caballus,Equus caballus,2016 Summer,77,,,0.21,355,Calculated for ,400,74.55,0.0323,13,2,15.4,0.1,,,0.067,Livestock,None,Small herds ,,,,,D,CNT,SSU,1,U,SSU,1,WEN12KCA,KCA,4,1,5,2,3,POP
,Werhahn 2019,KCA,368,Goat,Capra hircus,Capra hircus,2016 Summer,659,,,1.79,27.5,Calculated for ,46.9,49.23,0.0213,13,0,0,0,,,0,Livestock,Guard,Larger herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN12KCA,KCA,4,1,5,2,3,POP
,Werhahn 2019,KCA,368,Naur,Pseudois nayaur,Pseudois nayaur,2016 Summer,1126,,,3.06,55,Calculated for ,51.8,168.3,0.0728,13,10,76.9,1.7,,,0.257,Wild,Refuge,Mass range = 35-75kg. Cliff-dwelling .,,,,,D,CNT,SSU,1,U,SSU,1,WEN12KCA,KCA,4,1,5,2,3,POP
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Namsai,175,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,2017 Summer,3640,,,20.8,237.5,Calculated for ,556.5,4940,0.7909,9,,,0.6,,,0.29,Livestock,Partguard,Small-large herds,,,,,D,CNT,SSU,1,U,SSU,1,WEN12NAM,NAM,3,3,5,2,3,POP
