Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Num_Ind,Ratio_Ind_Avail,Density,Prop_Ind_Avail,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Pan_kg_Avail,Pan_BM_Avail,Pan_Prop_BM_Avail,Pan_Ratio_BM_Avail,Scat_n_Tot,Scat_n_Prey,n_Occ_Anal,Abs_FO,Abs_FO_CI,Rel_FO,Rel_FO_CI,Rel_FO_Anal,Ratio_Occ,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,Pan_BM_Consumed,Pan_Tot_BM_Consumed,Pan_Prop_BM_Cons,Pan_Ratio_BM_Cons,BM_Equiv,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,BM_Use,Jacobs_BM,Ivlevs_BM,Chesson_BM,Timepoint,Period,Season,A_C_Code,A_Code,Avail_Season,n_Avail_Season_Points,C_Code,n_C_Points,Study_Code,Area_Code,n_Prey_Species,Pred_Tot_n,Pred_Larger_n,Pred_Smaller_n
not in PanTheria,van Duyne 2009,HNP,506,Przewalski horse,Equus ferus przewalskii,Equus przewalskii,182,,,,"257, 38 (foals)","based on literature, herdsman and HNP biologists (no further details given)",400,,,,,,,236,0,,,,,,,,,,,,,,,,,Wild,,,Prefer higher elevations closer to forests for resting,,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,Vos 2000,Arada Mountain Range,130,Goat,Capra hircus,Capra hircus,5764,10.73370577,44.3,0.9147754325,,,46.9,,,270331.6,2077.67,0.5945253772,1.466245589,41,40,40,97.5,,,,,#DIV/0!,97.5,,,,32.568,32.568,1,#DIV/0!,,Livestock,,,"Let out to graze at dawn and brought back every evening. Spread all over mountains, do not stay together. Herded by 1-3 sheperds and 1 or 2 small mongrel dogs (not real livestock guardian dogs). Herd sizes over 200 goats are impossible to effectively protect against wolf predation.",,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00AMR,AMR,3,UK,UK,UK
,Vos 2000,Arada Mountain Range,130,Sheep,Ovis aries,Ovis aries,257,0.04252150893,2,0.04078717664,,,34.2,,,8789.4,68.4,0.01957266351,0.01996340043,41,0,40,0,,,,,0,0,,,,0,32.568,0,0,,Livestock,,,"Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00AMR,AMR,3,UK,UK,UK
,Vos 2000,Arada Mountain Range,130,Cattle,Bos taurus,Bos taurus,280,0.04650390301,2.2,0.04443739089,,,613,,,171640,1348.6,0.3859019593,0.6284044789,41,0,40,0,,,,,0,0,,,,0,32.568,0,0,,Livestock,,,Ability to protect themselves and their offspring,,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00AMR,AMR,3,UK,UK,UK
,Vos 2000,Peneda-Gerês National Park,240,Goat,Capra hircus,Capra hircus,7207,1.631281123,30,0.6199569892,,,46.9,,,338008.3,1407,0.2140529488,0.2723503428,46,27,46,58.7,,,,,1.421052632,60,,,,21.9834,91.1244,0.2412460329,0.3179502755,,Livestock,,,Graze year-round with little guarding,,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00PNG,PNG,4,UK,UK,UK
,Vos 2000,Peneda-Gerês National Park,240,Garrano horses,Equus caballus,Equus caballus,895,0.0834109972,3.7,0.07698924731,,,400,,,358000,1480,0.2251587521,0.2905869464,46,19,46,41.3,,,,,0.7037037037,38.3,,,,69.141,91.1244,0.7587539671,3.145145883,,Livestock,,,Graze year-round with little guarding. Stay in pasture night and day. In summer horse foals are easy prey,,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00PNG,PNG,4,UK,UK,UK
,Vos 2000,Peneda-Gerês National Park,240,Sheep,Ovis aries,Ovis aries,2200,0.2334217507,9.2,0.1892473118,,,34.2,,,75240,314.64,0.04786753363,0.05027402732,46,0,46,0,,,,,0,0,,,,0,91.1244,0,0,,Livestock,,,"Graze year-round with little guarding. Stay close to village, may be killed (as reported in livestock loss reports) but not consumed because shepards scared them away.",,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00PNG,PNG,4,UK,UK,UK
,Vos 2000,Peneda-Gerês National Park,240,Cattle,Bos taurus,Bos taurus,1323,0.1284216657,5.5,0.1138064516,,,613,,,810999,3371.5,0.5129207654,1.05305406,46,0,46,0,,,,,0,0,,,,0,91.1244,0,0,,Livestock,,,Graze year-round with little guarding. Ability to protect themselves and their offspring,,,,,,,April-Oct 1996,SSS,C,FARM,U,1,T,1,VOS00PNG,PNG,4,UK,UK,UK
"also has ""relative proportions eaten"" which may be mean percent volume? yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Humla,384,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,1885,1.185534591,4.91,0.5424460432,237.5,Calculated for ,556.5,1166.13,0.6273,1049002.5,2732.415,0.795657685,3.893749002,69,10,,14.3,,1,,,,,,0.173,,48.91,92.3898,0.5293874432,1.124890179,,Livestock,Semi-guarded,,Small herds ,,0.2757851108,-0.7789056641,-0.5676621267,0.05452266432,,2015 Summer,SSU,D,CNT,SSU,1,U,1,WEN19HUM,HUM,5,5,2,3
,Werhahn 2019,Humla,384,Horse/Mule,Equus ferus caballus,Equus caballus,261,0.08120721842,0.68,0.07510791367,350.5,Calculated for ,400,238.35,0.1282,104400,272,0.0792042535,0.08601718003,69,0,,0,,0,,,,,,0,,0,92.3898,0,0,,Livestock,Unguarded,,Small herds ,,0,-1,-1,0,,2015 Summer,SSU,D,CNT,SSU,1,U,1,WEN19HUM,HUM,5,5,2,3
,Werhahn 2019,Humla,384,Goat,Capra hircus,Capra hircus,576,0.1986892032,1.5,0.1657553957,27.5,Calculated for ,46.9,41.25,0.0222,27014.4,70.35,0.02048536483,0.02091379148,69,0,,0,,0,,,,,,0,,0,92.3898,0,0,,Livestock,,,Larger herds,,0,-1,-1,0,,2015 Summer,SSU,D,CNT,SSU,1,U,1,WEN19HUM,HUM,5,5,2,3
,Werhahn 2019,Humla,384,Kiang,Equus kiang,Equus kiang,434,0.1427162118,1.13,0.1248920863,325,Calculated for ,280.00,367.25,0.1976,121520,316.4,0.09213318312,0.1014831486,69,14,,20,,1.7,,,,,,0.529,,37.506,92.3898,0.405953904,0.6833710494,,Wild,,,Mass range= 250-400kg. Plains-dwelling.,,2.677125506,0.6403379686,0.4560968896,0.529267207,,2015 Summer,SSU,D,CNT,SSU,1,U,1,WEN19HUM,HUM,5,5,2,3
,Werhahn 2019,Humla,384,Naur,Pseudois nayaur,Pseudois nayaur,319,0.1010773131,0.83,0.09179856115,55.3,Calculated for ,51.8,45.87,0.0247,16524.2,42.994,0.01251951351,0.01267823889,69,7,,10,,1,,,,,,0.052,,5.9738,92.3898,0.0646586528,0.06912840215,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,2.105263158,0.3682659933,0.3559322034,0.4162101287,,2015 Summer,SSU,D,CNT,SSU,1,U,1,WEN19HUM,HUM,5,5,2,3
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Dolpa,1088,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,10010,0.3571428571,9.2,0.2631578947,237.5,Calculated for ,556.5,2185,0.6037,5570565,5119.8,0.7227209474,2.606475104,77,44,,57,,2.3,,,,,,0.662,,215.204,249.6634,0.8619765652,6.245146462,,Livestock,Semi-guarded,,Small-large herds,,1.096571145,0.1249996784,0.04606146796,0.1707751724,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12DOL,DOL,4,5,2,3
,Werhahn 2019,Dolpa,1088,Horse/Mule,Equus ferus caballus,Equus caballus,2307,0.06456578321,2.12,0.06064987644,350,Calculated for ,400,742,0.205,922800,848,0.1197053329,0.1359832535,77,3,,3.9,,0.2,,,,,,0.101,,10.917,249.6634,0.04372687386,0.04572634394,,Livestock,Unguarded,,Small herds ,,0.4926829268,-0.3930609622,-0.339869281,0.07672827446,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12DOL,DOL,4,5,2,3
,Werhahn 2019,Dolpa,1088,Goat,Capra hircus,Capra hircus,24045,1.71835918,22.1,0.6321310269,27.5,Calculated for ,46.9,607.75,0.1679,1127710.5,1036.49,0.1463129487,0.1713894436,77,9,,11.7,,0.7,,,,,,0.022,,7.3278,249.6634,0.02935071781,0.03023823161,,Livestock,Guarded,,Larger herds,,0.1310303752,-0.7993977396,-0.7682991048,0.02040609496,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12DOL,DOL,4,5,2,3
,Werhahn 2019,Dolpa,1088,Naur,Pseudois nayaur,Pseudois nayaur,1676,0.04609207414,1.54,0.04406120196,55,Calculated for ,51.8,84.7,0.0234,86816.8,79.772,0.01126077101,0.01138902016,77,19,,24.7,,1.7,,,,,,0.11,,16.2146,249.6634,0.06494584308,0.06945677168,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,4.700854701,0.6752331348,0.6491754123,0.7320904582,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12DOL,DOL,4,5,2,3
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,KCA,368,Yak/cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,3128,1.679914071,8.5,0.6268537074,237.5,Calculated for ,556.5,2018.75,0.8736,1740732,4730.25,0.9354404218,14.48956837,13,6,,46.2,,1,,,,,,0.63,,29.346,45.158,0.649851632,1.855932203,,Livestock,Semi-guarded,,Small-large herds,,0.7211538462,-0.6046705588,-0.1620111732,0.1140042153,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12KCA,KCA,4,5,2,3
,Werhahn 2019,KCA,368,Horse/mule,Equus ferus caballus,Equus caballus,77,0.01567270507,0.21,0.01543086172,355,Calculated for ,400,74.55,0.0323,30800,84,0.01661159462,0.01689220101,13,2,,15.4,,0.1,,,,,,0.067,,7.278,45.158,0.1611674565,0.1921330517,,Livestock,Unguarded,,Small herds ,,2.074303406,0.3653716156,0.3494461229,0.3279180071,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12KCA,KCA,4,5,2,3
,Werhahn 2019,KCA,368,Goat,Capra hircus,Capra hircus,659,0.1521588548,1.79,0.1320641283,27.5,Calculated for ,46.9,49.23,0.0213,30907.1,83.951,0.01660190452,0.01688218087,13,0,,0,,0,,,,,,0,,0,45.158,0,0,,Livestock,Guarded,,Larger herds,,0,-1,-1,0,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12KCA,KCA,4,5,2,3
,Werhahn 2019,KCA,368,Naur,Pseudois nayaur,Pseudois nayaur,1126,0.2914078675,3.06,0.2256513026,55,Calculated for ,51.8,168.3,0.0728,58326.8,158.508,0.03134607904,0.03236045234,13,10,,76.9,,1.7,,,,,,0.257,,8.534,45.158,0.1889809115,0.2330166011,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,3.53021978,0.6300003283,0.5585203153,0.5580777777,,2016 Summer,SSU,D,CNT,SSU,1,U,1,WEN12KCA,KCA,4,5,2,3
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Namsai,175,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,3640,1.010549695,20.8,0.5026235846,237.5,Calculated for ,556.5,4940,0.7909,2025660,11575.2,0.903339998,9.345540861,9,,,,,0.6,,,,,,0.29,,,,,,,Livestock,Semi-guarded,,Small-large herds,,0.3666708813,-0.805075075,-0.4634101212,0.9246352782,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12NAM,NAM,4,5,2,3
,Werhahn 2019,Namsai,175,Naur,Pseudois nayaur,Pseudois nayaur,3325,0.8488639265,19,0.4591273129,55,Calculated for ,51.8,1045,0.1673,172235,984.2,0.07680793646,0.08319822006,9,,,,,0.04,,,,,,0.005,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,0.02988643156,-0.9511976416,-0.9419616947,0.0753647218,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12NAM,NAM,4,5,2,3
,Werhahn 2019,Namsai,175,White-lipped deer,Cervus albirostris,Przewalskium albirostre,277,0.03977027997,1.58,0.03824910246,165,Calculated for ,161,260.7,0.0417,44597,254.38,0.01985206551,0.02025415227,9,,,,,0,,,,,,0,,,,,,,Wild,,,,,0,-1,-1,0,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12NAM,NAM,4,5,2,3
should consider putting it as 1 ind not 0 cuz it's messing up preference calculations,Werhahn 2019,Namsai,175,Tibetan Gazelle,Procapra picticaudata,Procapra picticaudata,0,0,0,0,14.1,Calculated for ,23,0,0,0,0,0,0,9,,,,,7.6,,,,,,0.23,,,,,,,Wild,,,Mass range= 13.2-15kg. Plains-dwelling,,0,1,1,0,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12NAM,NAM,4,5,2,3
"yak/cow = yaks, cows, and jhoppa (yak-cow hybrid)",Werhahn 2019,Zhaqing,452,Yak/Cow,Bos grunniens / Bos grunniens-Bos taurus,Bos grunniens,9402,5.226236798,20.8,0.8393893402,237.5,Calculated for ,556.5,4940,0.9481,5232213,11575.2,0.9775027099,43.44979805,8,,,,,22.7,,,,,,0.929,,,,,,,Livestock,Semi-guarded,,Small-large herds,,0.9798544457,-0.1653247376,-0.01017527036,0.1257936659,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12ZHA,ZHA,4,5,2,3
,Werhahn 2019,Zhaqing,452,White-lipped deer,Cervus albirostris,Przewalskium albirostre,344,0.03168462743,0.76,0.03071154361,165.2236842,Calculated for ,161,125.57,0.0241,55384,122.36,0.01033305961,0.01044094653,8,,,,,0,,,,,,0,,,,,,,Wild,,,,,0,-1,-1,0,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12ZHA,ZHA,4,5,2,3
,Werhahn 2019,Zhaqing,452,Tibetan gazelle,Procapra picticaudata,Procapra picticaudata,357,0.03292143121,0.79,0.03187215427,14.06329114,Calculated for ,23,11.11,0.0021,8211,18.17,0.001534420506,0.00153677857,8,,,,,5.9,,,,,,0.0143,,,,,,,Wild,,,Mass range= 13.2-15kg. Plains-dwelling,,6.80952381,0.7466367686,0.743902439,0.8742063341,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12ZHA,ZHA,4,5,2,3
,Werhahn 2019,Zhaqing,452,Naur,Pseudois nayaur,Pseudois nayaur,1098,0.1086805899,2.43,0.09802696188,55,Calculated for ,51.8,133.65,0.0257,56876.4,125.874,0.01062980995,0.0107440168,8,,,,,0,,,,,,0,,,,,,,Wild,,,Mass range = 35-75kg. Cliff-dwelling .,,0,-1,-1,0,,2017 Summer,SSU,D,CNT,SSU,1,U,1,WEN12ZHA,ZHA,4,5,2,3
